Datetime,Month,Average Fish Weight (g),Survival Rate (%),Disease Occurrence (Cases),Temperature (°C),Dissolved Oxygen (mg/L),pH,Turbidity (NTU),Month_Num,month_x,Oxygenation Interventions,Corrective Interventions,Average Temperature (°C),High Temperature (°C),Low Temperature (°C),Precipitation (inches),month_y,day,hour,oxigeno_scaled,ph,turbidez,Oxygenation Automatic,Corrective Measures,Thermal Risk Index,Low Oxygen Alert,Health Status
45353.25,March,286.5,96.3,1,28.35,7.89,7.97,2.79,3,3,0,1,29.1,33.9,24.1,0.73,3,3.052631578947369,4.736842105263158,8.410968839188454,0.3749222885995883,0.005133973248893325,Yes,No,High,Safe,At Risk
45353.29166666666,March,286.5,96.3,1,28.35,7.89,7.97,2.79,3,3,0,0,29.1,33.9,24.1,0.73,3,3.105263157894737,4.473684210526316,8.375357331109621,0.408696533238547,0.004518618675265075,No,No,High,Safe,At Risk
45353.33333333334,March,286.5,96.3,1,28.35,7.89,7.97,2.79,3,3,0,0,29.1,33.9,24.1,0.73,3,3.157894736842105,4.210526315789473,8.339745823030787,0.4424707778775058,0.003903264101636826,Yes,No,High,Safe,At Risk
45353.375,March,286.5,96.3,1,28.35,7.89,7.97,2.79,3,3,0,0,29.1,33.9,24.1,0.73,3,3.210526315789473,3.947368421052632,8.304134314951956,0.4762450225164645,0.003287909528008576,No,No,High,Safe,At Risk
45353.41666666666,March,286.5,96.3,1,28.35,7.89,7.97,2.79,3,3,0,1,29.1,33.9,24.1,0.73,3,3.263157894736842,3.684210526315789,8.268522806873122,0.5100192671554232,0.002672554954380325,Yes,No,High,Safe,At Risk
45353.45833333334,March,286.5,96.3,1,28.35,7.89,7.97,2.79,3,3,0,0,29.1,33.9,24.1,0.73,3,3.315789473684211,3.421052631578947,8.232911298794289,0.543793511794382,0.002057200380752076,No,No,High,Safe,At Risk
45353.5,March,286.5,96.3,1,28.35,7.89,7.97,2.79,3,3,1,0,29.1,33.9,24.1,0.73,3,3.368421052631579,3.157894736842105,8.197299790715455,0.5775677564333408,0.001441845807123826,Yes,No,High,Safe,At Risk
45353.54166666666,March,286.5,96.3,1,28.35,7.89,7.97,2.79,3,3,0,0,29.1,33.9,24.1,0.73,3,3.421052631578947,2.894736842105263,8.161688282636621,0.6113420010722994,0.0008264912334955757,No,No,High,Safe,At Risk
45353.58333333334,March,286.5,96.3,1,28.35,7.89,7.97,2.79,3,3,0,0,29.1,33.9,24.1,0.73,3,3.473684210526316,2.631578947368421,8.126076774557788,0.6451162457112583,0.0002111366598673255,Yes,No,High,Safe,At Risk
45353.625,March,286.5,96.3,1,28.35,7.89,7.97,2.79,3,3,0,0,29.1,33.9,24.1,0.73,3,3.526315789473684,2.368421052631579,8.090465266478954,0.6788904903502169,-0.0004042179137609247,No,No,High,Safe,At Risk
45353.66666666666,March,286.5,96.3,1,28.35,7.89,7.97,2.79,3,3,1,0,29.1,33.9,24.1,0.73,3,3.578947368421053,2.105263157894737,8.054853758400121,0.7126647349891757,-0.001019572487389174,Yes,No,High,Safe,At Risk
45353.70833333334,March,286.5,96.3,1,28.35,7.89,7.97,2.79,3,3,0,0,29.1,33.9,24.1,0.73,3,3.631578947368421,1.842105263157895,8.019242250321289,0.7464389796281344,-0.001634927061017424,No,No,High,Safe,At Risk
